player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Grady Jarrett,9570,DI,ATL,11,9,0,,1,0,2,0,0,63.4,61.1,71.7,58.8,59.1,49.0,6,9,0,0,,14.3,5,0,1,0.0,0,3,0,0,0,4,477,477,39,311,18,109,0,0,286,187,0,17,21,3,0,18,0,0,0,
Bobby McCain,9578,S,MIN,1,0,0,,0,0,18,0,0,45.4,43.2,67.2,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,
Michael Burton,9601,FB,DEN,2,0,0,,0,0,10,0,0,,60.0,60.1,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Quandre Diggs,9633,S,TEN,8,4,0,78.6,0,0,31,0,0,70.6,73.2,90.3,55.4,70.0,87.2,0,1,0,0,30,4.7,2,0,0,138.1,11,0,0,75,3,237,419,6,0,0,6,0,312,413,2,180,23,13,37,0,14,1,2,107,61,9.7
Rakeem Nunez-Roches,9650,DI,NYG,11,21,1,,0,0,21,0,0,52.7,46.2,56.1,54.3,50.0,51.5,3,6,0,0,,8.9,4,0,2,0.0,0,2,0,0,0,1,460,460,16,283,41,120,0,0,225,234,0,13,20,1,0,11,0,0,0,
Neville Hewitt,9836,LB,HST,7,13,0,66.7,0,1,13,0,0,74.2,71.5,10.1,65.9,63.8,51.8,1,0,0,1,12,15.8,6,1,1,38.0,6,0,0,209,1,133,224,2,0,0,2,0,0,222,9,82,11,10,19,0,9,1,0,43,35,7.2
Troy Hill,9881,CB,TB,6,5,0,87.5,0,0,30,0,0,70.6,63.2,15.0,50.2,49.0,65.6,0,0,0,0,29,11.1,4,1,1,96.9,14,0,0,28,1,141,236,5,0,0,5,0,0,231,9,86,202,10,27,1,16,0,0,116,74,8.3
DeShawn Williams,9891,DI,CAR,8,1,0,,0,0,5,0,0,61.7,47.5,83.7,52.9,42.0,45.7,3,5,0,0,,10.0,1,0,0,0.0,0,1,0,0,0,2,206,205,9,124,30,42,0,1,143,61,0,7,8,0,0,9,0,0,0,
Alex Singleton,9994,LB,DEN,3,11,0,81.8,0,0,10,0,0,53.5,62.9,81.1,54.3,73.5,44.2,1,0,0,1,30,19.4,7,0,0,92.0,9,0,0,173,3,88,190,1,0,0,1,0,0,189,21,81,13,11,18,0,11,1,1,87,64,9.7
T.Y. McGill,10156,DI,SF,1,1,0,,0,0,28,0,0,60.0,51.4,72.9,55.8,54.2,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,
Efe Obada,10235,ED,WAS,6,1,0,,0,0,32,0,0,,54.1,82.8,51.7,56.4,73.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,84,84,0,8,69,7,0,0,36,48,0,2,3,0,0,1,0,0,0,
Joey Bosa,10637,ED,LAC,8,4,0,,0,1,27,0,0,56.7,70.4,61.0,67.9,70.5,30.0,7,8,0,0,,17.6,3,0,1,0.0,0,3,0,0,0,1,209,209,0,1,203,5,0,0,146,62,0,12,10,1,0,18,0,0,0,
Jalen Ramsey,10639,CB,MIA,11,11,3,71.4,0,0,17,0,0,79.4,83.0,58.2,75.0,87.0,51.3,3,7,0,2,33,18.0,9,2,3,78.2,30,1,0,53,430,384,660,24,0,0,24,0,1,636,33,243,152,10,30,3,42,11,1,287,145,9.6
DeForest Buckner,10641,DI,IND,7,11,0,,0,0,14,0,0,61.5,79.5,84.8,80.7,65.2,47.0,5,13,0,0,,15.4,6,0,0,0.0,0,5,0,2,0,1,317,315,3,226,11,75,0,2,180,136,0,21,22,0,0,23,0,0,0,
Leonard Floyd,10643,ED,SF,11,8,0,100.0,2,1,28,0,0,66.6,55.5,59.6,56.3,55.6,50.3,7,24,0,0,5,20.0,6,0,2,87.5,1,9,0,3,0,5,433,430,0,2,427,1,0,3,277,151,0,20,16,1,1,40,0,5,2,5.0
Eli Apple,10644,CB,LAC,3,0,0,50.0,0,0,27,0,0,78.6,78.0,77.6,,60.3,75.4,0,0,0,0,8,0.0,0,1,0,56.3,2,0,0,0,44,40,47,0,0,0,0,0,0,47,0,7,3,1,2,0,4,0,0,12,1,6.0
Sheldon Rankins,10646,DI,CIN,7,5,0,,0,0,7,0,0,71.2,55.3,83.7,58.9,46.2,32.9,0,3,0,0,,15.0,3,0,0,0.0,0,1,0,0,0,0,287,287,16,216,7,48,0,0,163,124,0,6,12,0,0,4,0,0,0,
Shaq Lawson,10653,ED,CAR,1,0,0,,0,0,5,0,0,,57.0,73.1,59.3,57.2,,0,3,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,0,14,0,0,0,7,7,0,0,0,0,0,3,0,0,0,
Artie Burns,10659,CB,SEA,1,0,0,50.0,0,0,29,0,0,74.3,68.6,72.1,,60.0,35.9,0,0,0,0,15,50.0,1,1,0,66.7,2,0,0,1,0,12,14,0,0,0,0,0,0,14,0,2,13,0,1,0,4,0,0,22,20,11.0
Kenny Clark,10661,DI,GB,11,8,0,,1,0,12,2,0,64.5,50.2,17.1,60.4,49.0,40.0,3,15,0,0,,12.0,3,0,5,0.0,0,0,0,1,0,2,464,463,19,337,5,102,0,1,274,188,0,8,14,3,0,18,0,0,0,
Emmanuel Ogbah,10666,ED,MIA,10,7,1,66.7,1,0,17,0,0,59.8,56.1,61.8,46.9,70.8,38.8,3,10,0,1,15,17.9,5,0,2,41.7,2,4,0,1,0,29,433,432,0,4,415,13,0,1,242,162,0,17,16,4,3,17,0,17,2,8.5
Chris Jones,10671,DI,KC,11,5,0,,2,0,16,0,0,67.0,89.4,37.0,91.0,58.9,58.0,9,38,0,0,,4.8,1,0,4,0.0,0,4,0,0,0,1,563,563,1,242,107,213,0,0,398,164,0,16,15,2,0,51,0,0,0,
Austin Johnson,10677,DI,BUF,10,9,0,,0,0,4,0,0,67.2,59.9,83.3,62.8,49.0,36.9,1,3,0,2,,12.5,2,0,0,0.0,0,0,0,0,0,0,196,196,14,167,0,15,0,0,113,83,0,4,5,0,0,4,0,0,0,
Jihad Ward,10678,DI,MIN,11,0,1,,0,0,18,1,0,71.6,56.0,31.7,56.8,59.2,45.5,9,10,0,0,,25.0,1,0,2,0.0,0,1,0,8,0,2,254,246,20,117,21,88,0,8,236,16,0,4,3,0,0,20,0,0,0,
A'Shawn Robinson,10680,DI,CAR,10,14,1,,0,1,5,0,0,66.4,52.0,71.3,56.7,50.3,54.4,2,12,0,0,,7.5,4,0,1,0.0,0,3,0,1,0,0,502,500,1,314,29,156,0,2,245,257,0,20,35,2,0,17,0,0,0,
Jarran Reed,10683,DI,SEA,11,9,0,,0,0,29,0,0,61.5,69.1,86.3,68.0,61.9,69.0,7,22,0,0,,3.4,1,0,0,0.0,0,2,0,0,0,11,456,456,15,317,23,101,0,0,267,178,0,17,19,1,0,31,0,0,0,
Vonn Bell,10695,S,CIN,11,16,0,72.7,0,0,7,0,0,61.1,57.5,83.9,60.2,48.3,55.0,1,1,0,1,55,13.5,7,2,0,98.9,16,0,0,301,17,343,622,40,0,0,40,0,185,582,18,261,79,9,29,1,22,2,1,211,84,13.2
Adam Gotsis,10697,ED,IND,5,4,0,,0,0,14,0,0,63.4,64.4,20.7,52.9,70.5,46.9,2,1,0,0,,11.1,1,0,1,0.0,0,0,0,0,0,0,71,71,0,1,66,4,0,0,37,34,0,4,4,0,0,3,0,0,0,
Kevin Byard,10698,S,CHI,11,21,0,76.9,1,0,6,2,0,72.5,80.0,81.4,73.1,86.6,90.4,0,1,0,1,24,4.5,4,3,1,91.3,20,1,0,196,2,381,665,8,0,0,8,0,398,657,1,283,61,16,63,2,26,2,1,177,112,8.9
Maliek Collins,10701,DI,SF,11,3,0,,0,0,28,2,0,63.8,57.9,57.4,66.9,46.1,30.5,4,24,0,0,,21.7,5,0,3,0.0,0,5,0,0,0,1,486,486,1,257,4,224,0,0,305,180,0,11,15,0,0,33,0,0,0,
Yannick Ngakoue,10703,ED,NE,7,4,0,,0,0,19,0,0,48.8,60.0,85.3,55.9,71.6,76.2,1,5,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,3,132,132,0,0,132,0,0,0,102,27,0,2,1,0,0,8,0,0,0,
Jonathan Bullard,10706,DI,MIN,11,9,2,,0,0,18,0,0,62.6,60.7,49.5,47.8,71.8,78.5,1,4,0,0,,3.4,1,0,2,0.0,0,0,0,0,0,1,362,362,5,136,64,157,0,0,190,171,0,18,19,4,0,5,0,0,0,
Daryl Worley,10711,S,TEN,2,0,0,50.0,0,0,31,0,0,58.2,64.3,76.1,,75.9,80.9,0,0,0,0,16,0.0,0,1,0,77.1,1,0,0,17,0,50,76,0,0,0,0,0,55,76,0,26,4,2,3,0,2,0,0,16,1,16.0
Kendall Fuller,10718,CB,MIA,8,8,0,56.5,1,0,17,1,0,66.8,69.5,84.2,,74.0,77.8,0,0,0,0,22,5.6,2,4,1,94.1,13,0,0,39,347,236,395,5,0,0,5,0,0,390,0,159,4,6,26,1,23,0,1,168,18,12.9
Nick Vigil,10721,LB,DAL,5,2,0,0.0,0,0,9,0,0,58.3,40.3,83.9,55.6,34.9,26.7,0,0,0,0,,33.3,2,0,0,39.6,0,0,0,49,0,23,54,1,0,0,1,0,1,53,3,28,2,2,2,0,1,0,0,0,0,
Javon Hargrave,10723,DI,SF,3,1,0,,0,0,28,0,0,60.4,60.6,79.4,73.3,44.7,45.1,0,7,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,104,104,4,82,0,18,0,0,63,41,0,4,4,0,0,8,0,0,0,
Justin Simmons,10732,S,ATL,10,9,0,64.0,0,0,2,0,0,59.4,59.0,92.3,53.3,56.0,41.9,0,0,0,1,40,22.2,12,2,0,102.6,16,0,0,156,0,364,639,7,0,0,7,0,421,632,12,263,55,13,33,2,25,0,2,223,77,13.9
Sheldon Day,10737,DI,WAS,7,7,0,,0,0,32,0,0,60.0,61.6,82.4,56.7,61.6,75.5,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,157,157,1,137,0,19,0,0,76,81,0,7,13,2,0,3,0,0,0,
Eric Murray,10740,S,HST,12,6,0,57.5,2,0,13,0,0,53.4,52.5,24.2,55.7,57.6,34.2,0,0,0,1,38,20.4,10,6,4,108.7,23,1,0,193,1,365,588,23,0,0,23,0,236,565,12,211,134,10,33,0,40,1,4,344,130,15.0
Miles Killebrew,10745,S,PIT,4,0,0,,0,0,25,0,0,60.0,63.9,70.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,6,6,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
De'Vondre Campbell,10749,LB,SF,11,20,1,86.0,0,0,28,0,0,55.3,53.9,81.2,52.6,53.3,40.7,1,4,0,0,32,15.6,12,1,1,104.6,43,0,0,529,8,361,644,35,0,0,35,0,2,609,22,261,69,24,45,2,50,5,1,375,300,8.7
David Onyemata,10754,DI,ATL,11,7,1,,0,0,2,0,0,55.9,65.1,85.5,60.8,65.2,52.7,1,9,0,0,,10.0,3,0,0,0.0,0,1,0,1,0,2,392,391,25,238,23,105,0,1,212,178,0,17,20,4,0,11,0,0,0,
Andrew Billings,10756,DI,CHI,8,1,0,,0,1,6,0,0,59.7,62.5,64.4,78.6,50.0,51.8,2,11,0,0,,11.1,1,0,1,0.0,0,1,0,0,0,2,297,297,113,173,1,10,0,0,144,151,0,7,7,1,0,14,0,0,0,
Dean Lowry,10771,DI,PIT,9,1,1,,0,0,25,0,0,60.0,35.9,79.4,63.1,28.7,69.2,0,3,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,85,85,15,34,1,35,0,0,48,36,0,1,0,0,0,4,0,0,0,
Matthew Judon,10780,ED,ATL,11,6,3,57.1,0,0,2,0,0,56.0,48.0,37.8,53.0,51.2,65.5,1,11,0,0,14,6.9,2,0,3,106.5,4,3,0,8,0,38,439,425,0,5,411,9,0,14,232,169,6,14,21,2,7,15,1,29,45,7.3
Quinton Jefferson,10781,DI,BUF,7,4,0,,0,0,4,0,0,59.7,52.7,81.7,56.8,49.2,50.8,1,5,0,0,,16.7,1,0,1,0.0,0,2,0,0,0,1,158,158,4,50,4,100,0,0,106,51,0,3,1,0,0,8,0,0,0,
DJ Reader,10800,DI,DET,10,4,0,,0,0,11,0,0,59.1,68.1,85.3,66.0,63.6,46.8,5,6,0,0,,8.3,1,0,0,0.0,0,1,0,0,0,2,313,313,160,150,0,3,0,0,186,125,0,7,7,1,0,12,0,0,0,
Kamu Grugier-Hill,10842,LB,MIN,7,3,0,53.8,0,0,18,0,0,56.3,43.8,78.8,46.3,37.9,47.4,0,3,0,2,30,16.7,3,1,0,32.7,7,0,0,122,1,82,139,7,0,0,7,0,0,132,18,39,8,6,12,0,13,3,0,79,42,11.3
Elandon Roberts,10848,LB,PIT,11,7,0,76.9,0,1,25,0,0,55.7,83.9,78.7,65.1,91.8,45.7,2,3,0,0,57,19.4,7,0,0,109.8,10,1,0,251,2,108,272,2,0,0,2,0,0,270,25,139,17,18,22,4,13,6,0,136,114,13.6
Jalen Mills,10867,S,NYJ,6,12,0,41.2,0,0,22,0,0,54.1,56.0,81.8,55.6,60.9,40.8,0,0,0,0,39,20.9,9,2,1,64.6,7,0,0,136,8,181,349,13,0,0,13,0,146,336,3,165,46,8,22,1,17,0,0,115,44,16.4
Mike Hilton,10898,CB,CIN,10,9,0,69.2,0,0,7,0,0,62.0,71.6,43.7,50.5,92.3,78.7,1,2,0,0,28,6.4,3,2,1,87.4,27,0,0,61,0,253,453,13,0,0,13,0,1,440,33,167,378,19,35,7,39,3,0,259,164,9.6
Kyle Peko,11027,DI,DET,5,0,0,,0,0,11,0,0,,45.8,80.0,58.3,36.8,67.6,2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,86,86,51,32,1,2,0,0,61,25,0,1,1,1,0,2,0,0,0,
Michael Pierce,11101,DI,BLT,7,7,0,,0,0,3,0,0,60.1,68.6,82.3,64.7,65.6,61.8,1,7,0,0,,6.7,1,0,0,0.0,0,2,0,0,0,5,156,156,13,141,0,2,0,0,100,51,0,3,7,0,0,10,0,0,0,
Morgan Fox,11184,DI,LAC,11,5,1,,0,0,27,0,0,60.3,53.5,85.1,62.5,41.7,49.8,2,15,0,0,,10.0,2,0,0,0.0,0,4,0,2,0,5,385,383,6,171,30,176,0,2,251,129,0,12,13,1,0,21,0,0,0,
Jonathan Jones,11217,CB,NE,12,7,0,75.8,0,1,19,0,0,65.7,63.0,85.2,57.5,47.9,74.6,0,0,0,0,69,6.7,3,2,1,155.3,25,0,0,52,342,317,542,5,0,0,5,0,59,537,2,223,84,9,35,0,33,0,5,400,148,16.0
Roy Robertson-Harris,11341,DI,SEA,11,5,1,,1,0,29,0,0,55.5,55.5,67.8,55.1,58.7,29.8,2,8,0,0,,25.0,5,0,1,0.0,0,2,0,1,0,6,328,327,0,94,159,74,0,1,194,128,0,11,10,3,0,12,0,0,0,
C.J. Ham,11347,FB,MIN,1,1,0,,0,0,18,0,0,,60.0,60.0,,60.0,70.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Antonio Hamilton Sr.,11353,CB,ATL,1,0,0,100.0,0,0,2,0,0,33.4,28.4,74.4,52.9,28.5,27.3,0,0,0,0,23,50.0,2,0,0,147.9,4,0,0,6,1,22,39,0,0,0,0,0,0,39,3,14,32,2,2,0,4,0,3,40,16,10.0
Myles Garrett,11756,ED,CLV,11,4,0,100.0,0,3,8,0,0,63.1,91.9,30.8,92.6,77.1,74.8,6,36,0,0,7,10.0,2,0,5,95.8,1,10,0,7,0,11,513,506,1,7,489,9,0,7,293,209,0,22,14,3,1,52,0,7,2,7.0
Solomon Thomas,11758,DI,NYJ,10,5,0,,1,1,22,0,0,52.0,41.3,37.6,54.1,42.9,33.1,0,8,0,0,,22.2,4,1,2,0.0,0,3,0,0,0,1,266,266,3,105,52,106,0,0,144,121,0,7,9,0,0,11,0,0,0,
Jamal Adams,11761,S,TEN,3,2,0,100.0,0,0,31,0,0,37.7,49.8,72.3,,69.3,48.5,0,0,0,0,21,20.0,1,0,0,115.3,3,0,0,7,1,6,20,3,0,0,3,0,5,17,0,14,4,1,2,0,3,0,0,35,45,11.7
Marshon Lattimore,11766,CB,WAS,7,5,0,57.1,1,0,32,0,0,71.6,69.5,85.8,55.3,54.1,67.0,0,2,0,0,18,9.1,3,2,2,74.4,8,0,0,26,362,257,410,5,0,0,5,0,0,405,2,151,17,7,25,0,14,2,0,83,41,10.4
Haason Reddick,11768,ED,NYJ,4,0,0,,0,0,22,0,0,,66.1,81.6,59.8,68.5,75.8,0,10,0,0,,20.0,1,0,0,0.0,0,2,0,1,0,0,119,118,0,0,117,1,0,1,79,40,0,4,4,0,0,12,0,0,0,
Derek Barnett,11769,ED,HST,11,2,0,,0,2,13,1,1,60.0,70.6,87.6,66.2,63.2,53.8,2,6,0,0,,10.0,1,0,0,0.0,0,4,0,0,0,0,268,268,0,4,238,26,0,0,159,109,0,9,7,0,0,12,0,0,0,
Malik Hooker,11770,S,DAL,11,10,0,55.6,0,0,9,0,0,57.9,63.0,85.9,62.0,70.5,52.0,1,0,0,1,52,14.3,8,2,0,98.8,10,0,0,132,8,375,685,12,0,0,12,0,479,673,7,303,54,9,38,0,18,1,2,158,113,15.8
Marlon Humphrey,11771,CB,BLT,11,5,0,58.6,2,1,3,0,0,84.0,80.2,4.2,50.9,74.2,83.3,3,2,0,5,41,4.4,2,7,9,56.3,34,0,0,87,269,428,634,11,0,0,11,0,1,623,20,186,266,18,38,3,58,5,3,335,113,9.9
Jonathan Allen,11772,DI,WAS,6,0,0,,0,0,32,0,0,67.2,53.5,82.5,61.3,39.9,49.9,4,7,0,0,,12.5,2,0,0,0.0,0,2,0,2,0,0,229,227,12,157,3,55,0,2,143,86,0,10,14,1,0,13,0,0,0,
Adoree' Jackson,11773,CB,NYG,8,1,0,42.9,1,0,21,0,0,67.5,66.3,80.5,,51.7,57.3,0,0,0,0,28,14.3,1,2,3,59.8,3,0,0,4,106,99,116,0,0,0,0,0,0,116,0,17,6,3,5,0,7,0,0,37,14,12.3
Charles Harris,11777,ED,CAR,9,4,0,100.0,0,0,5,0,0,29.0,52.6,85.8,57.8,59.1,28.2,4,9,0,0,23,24.0,6,0,0,118.8,6,3,0,0,0,30,421,412,0,1,404,7,0,9,209,182,8,13,15,1,6,16,0,83,59,13.8
Jabrill Peppers,11780,S,NE,4,8,0,57.1,0,0,19,0,0,83.6,82.9,81.3,46.7,68.4,64.3,0,2,0,1,6,12.5,3,1,0,22.6,4,0,0,104,9,143,241,14,0,0,14,0,89,227,11,87,25,6,13,0,7,2,0,17,7,4.3
Takk McKinley,11781,ED,NYJ,7,3,0,,0,0,22,0,0,61.2,50.0,39.8,57.7,49.4,29.9,1,4,0,0,,20.0,2,0,1,0.0,0,1,0,1,0,3,130,129,0,1,123,5,0,1,67,60,0,4,5,1,0,6,0,0,0,
Tre'Davious White,11782,CB,BLT,6,2,0,59.1,2,0,3,0,0,52.2,52.9,29.0,58.7,62.4,84.8,0,0,0,0,52,0.0,0,4,6,124.4,13,0,0,33,268,178,311,3,0,0,3,0,0,308,1,132,7,3,13,0,22,0,4,177,35,13.6
T.J. Watt,11785,ED,PIT,11,8,1,100.0,0,4,25,2,0,81.1,92.7,90.3,89.0,92.3,55.3,12,9,0,0,6,15.8,6,0,1,80.6,3,8,0,3,0,22,619,616,0,1,615,0,0,3,370,227,0,28,24,6,3,29,0,10,13,3.3
Kevin King,11788,CB,ATL,9,1,0,100.0,0,0,2,0,0,54.2,57.0,95.1,58.8,65.6,52.0,0,0,0,0,25,20.0,1,0,0,118.8,4,0,0,9,0,27,35,2,0,0,2,0,2,33,1,7,20,0,3,0,4,0,0,64,29,16.0
